"nurseryid"	"(E)-Geranylacetone"	"1-Butanol"	"1-Butanol, 2-methyl-"	"1-Butanol, 2-methyl-, acetate"	"1-Dodecanol"	"1-Heptanol"	"1-Hexanol"	"1-Hexanol, 2-ethyl-"	"1-Octanol"	"1-Octen-3-ol"	"1-Octen-3-one"	"1-Pentanol"	"1-Penten-3-one"	"1-Penten-3-one, 2-methyl-"	"1-Propanol"	"1-Propanol, 2-methyl-"	"1,3-Dioxolane, 2,4,5-trimethyl-"	"1,3,6,10-Dodecatetraene, 3,7,11-trimethyl"	"2-Dodecanone"	"2-Heptanone"	"2-Heptenal"	"2-Hexen-1-ol, acetate, (Z)-"	"2-Hexenal"	"2-Octenal, (E)-"	"2-Pentenal, (E)-"	"2-Propenal"	"2,2,7,7-Tetramethyloctane"	"2,4-Heptadienal, (E,E)-"	"2,4-Hexadienal"	"3-Hexenal"	"3-Hexenyl acetate"	"3-Methyl-3-butenyl acetate"	"4-Oxohex-2-enal"	"5-ethyl-2(5H)-furanone"	"5-Hepten-2-ol, 6-methyl-"	"5-Hepten-2-one, 6-methyl-"	"5-Hexen-1-ol"	"5-Hexenyl acetate"	"à-Farnesene"	"Acetic acid"	"Acetic acid, butyl ester"	"Acetic acid, hexyl ester"	"Acetic acid, methyl ester"	"Acetic acid, pentyl ester"	"Acetone"	"Benzaldehyde"	"Benzene"	"Benzophenone"	"Benzothiazole"	"Butanal"	"Butanal, 2-methyl-"	"Butane, 1-methoxy-2-methyl-"	"Butanoic acid, 2-methyl-, 2-methylbutyl ester"	"Butanoic acid, 2-methyl-, ethyl ester"	"Butanoic acid, 2-methyl-, hexyl ester"	"Butanoic acid, 2-methyl-, methyl ester"	"Butanoic acid, 2-methyl-, pentyl ester"	"Butanoic acid, 2-methylbutyl ester"	"Butanoic acid, 2-methylpropyl ester"	"Butanoic acid, 3-hydroxy-, ethyl ester"	"Butanoic acid, butyl ester"	"Butanoic acid, ethyl ester"	"Butanoic acid, hexyl ester"	"Butanoic acid, methyl ester"	"Butanoic acid, pentyl ester"	"Butanoic acid, propyl ester"	"Butyl 2-methylbutanoate"	"Butyrolactone"	"Cyclopropane, nonyl-"	"Decanal"	"Estragole"	"Ethanol"	"Ethyl Acetate"	"Furan, 2-methyl-"	"Furan, 2-pentyl-"	"Furan, tetrahydro-2,2,5,5-tetramethyl-"	"Heptanal"	"Heptane, 2,2,4,6,6-pentamethyl"	"Hexamethylene diacrylate"	"Hexanal"	"Hexane, 1-methoxy-"	"Hexanoic acid, 2-ethyl-"	"Hexanoic acid, butyl ester"	"Hexanoic acid, ethyl ester"	"Hexanoic acid, hexyl ester"	"Hexanoic acid, methyl ester"	"Hexanoic acid, propyl ester"	"Isobutyl acetate"	"Isopropyl Alcohol"	"n-Propyl acetate"	"Octanal"	"Octane, 2,2,6-trimethyl-"	"Pentanal"	"Pentanoic acid, ethyl ester"	"Phenol"	"Propanal"	"Propanoic acid, 2-methyl-, butyl ester"	"Propanoic acid, 2-methyl-, ethyl ester"	"Propanoic acid, 2-methyl-, hexyl ester"	"Propanoic acid, butyl ester"	"Propanoic acid, ethyl ester"	"Propanoic acid, hexyl ester"	"Propanoic acid, propyl ester"	"Tetrahydrofuran"	"Toluene"	"β-Damascenone"
4021	35207	7582732	635566	13650621	0	0	6836110	347873	40783	25880	725836	335915	107130	76420	0	38011	0	0	79288	0	827413	131321	9720889	318026	0	0	99564	0	420428.5	13434217	0	0	0	0	0	281696	0	1269688	54747	0	119845228	55840778	0	10263757	72611	0	0	20276	0	0	0	0	0	0	206717	0	0	0	0	0	2968776	1236107	847807	51230	33382	0	172063	40750	2557.8	210215	0	0	0	0	0	7260.6	169578	33838	7568.6	8055678	0	0	164436	0	79594	0	0	1049892	0	841008	370668	141873	884083	0	0	0	0	0	0	491097	0	10173	0	0	0	109818
4027	18051	11204874	5734981	46760582	0	79051	40239996	334314	221949	26861	803986	487863	140021	65625	0	215186	0	0	61684	0	677229	0	10162756	329729	0	0	0	5034.4	641453	16549833	0	0	0	18014	57039	317894	27916	1873399	1673758	66116	118963696	116425617	0	7616316	76047	0	0	17535	0	0	36298	108036	0	124222	8701645	148544	49036	46262	251336	0	6637224	2825836	10332395	481555	155647	156947	1809873	19490	179620	58874	109173	0	0	0	0	0	188056	0	11710	8633249	144770	0	0	0	496918	0	0	1707094	0	1909406	554294	104600	797840	0	0	0	220108	0	176422	2173384	0	276752	285590	40946	41530	0
4064	14084	13342250	15137890	120636963	202423	174988	35852750	337756	322734	13978	478068	606339	199700	0	132828	108004	0	0	0	0	456455	196142	10997206	232415	0	0	0	0	680586.5	15606963	0	0	0	17329	4387.7	154477	3659.5	1298312	856394	0	58964371.5	144084053	0	12057748	0	0	0	21364	0	0	0	214210	299221	144343	5573597	0	60591	145937	1536527	0	7887436	2076728	7435372	0	0	0	2213308	18952	0	0	61602	0	0	0	0	0	57786	0	24439	7743776	52960	0	1079073	0	1391592	0	347714	1862914	0	2389737	0	72610	561754	0	0	0	0	0	31815	2211103	0	312904	561430	21085	35867	15882
4076	36526	9623431	10563882	136481226	0	237036	40567899	342591	286794	0	151053	471592	59404	0	575905	110602	0	0	0	0	163704	199267	21641785	64601	0	0	0	0	355643	6204844	52038	0	0	0	104463	190604	0	725347	633965	1244793	121670528	258164263	269137	17270998	43503	23897	0	0	0	0	27075	11916	379853	0	14537636	0	35422	43181	0	0	2111945	0	0	0	40236	0	1051068	0	0	179306	1766229	20060	1005839	0	0	0	18720	0	0	32720289	26816	0	259017	0	533229	0	0	3529725	0	11888507	902629	0	0	0	0	35100	53726	0	211772	4627791	0	1422931	1558309	0	0	0
4087	9621.2	8382792	6651457	89424751	0	6083.8	5937303	1296692	120700	13068	355048	149875	267467	0	43454	3048.6	18106	0	0	61027	304992	0	54787162	151309	0	0	0	0	664340.5	15018215	0	0	37305	0	107181	453131	0	470187	1788960	0	92555083	32991752	53913	3483488	86795	27729	0	18303	0	0	81288	0	14894	8489219	694106	41384	0	10261	1335470	0	6180647	33307408	0	426838	0	0	1521573	0	0	470996	48552	348687	16144287	0	0	0	457759	0	0	33322294	0	31639	262696	0	169925	0	0	3624591	32918	6320781	727487	0	481883	0	6527.1	50104	54404	138489	0	2731530	2716666	0	922628	0	0	70416
4107	22014	6162035	586541	6014191	0	43838	14844008	688777	98819	9032.3	270415	316333	88858	53085	0	114678	0	12427	47919	0	228768	0	4850822	116920	0	0	0	0	192337	6562107	0	87972	0	0	0	170722	27565	1161158	2548453	0	64114293	50415115	0	4672295	57774	0	22012	17322	3187.8	0	0	0	0	0	582210	0	0	0	0	0	2328083	247564	2912755	0	56403	0	91984	34306	0	19776	0	0	0	0	0	0	127388	0	20304	7400624	0	0	0	0	199020	0	0	1125392	0	339443	461739	67419	579298	0	0	0	0	0	137503	656063	0	140078	0	0	17669	86253
4113	49999	3769993	697680	18415887	0	0	5586549	567417	28660	26476	619808	256313	167859	137194	0	102285	0	0	28147	0	686682	94382	13285596	289876	0	0	71428	0	721431	23632189	78282	79633	0	20910	0	291943	0	337635	164922	0	78834691	35518109	0	6763591	0	19558	8658.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2861652	297326	1200091	69756	85779	0	43589	0	0	56208	0	0	0	23854	0	0	250394	0	27487	30976254	0	0	261387	0	88436	0	0	2911769	0	644295	464928	99193	1102988	0	4511.1	0	0	0	0	208929	0	0	0	0	0	130293
4121	15783	3651327	525329	7414286	0	0	9935220	388075	0	19714	525100	107770	355792	58099	0	17789	0	0	0	0	562939	0	40718472	234764	2038518	0	57792	7352	1550181.5	53091339	24416	0	68076	0	0	203216	0	363979	28730	0	54460305	36907802	0	4918664	0	0	0	20707	0	0	0	0	0	0	33818	0	0	0	0	0	2477919	95558	977748	0	0	0	0	32844	216541	36504	0	0	0	25440	28021	0	240221	0	13414	38143328	0	0	0	0	74782	0	0	548866	0	143021	418290	80934	1002789	0	8803.6	0	0	0	0	52029	0	0	0	0	0	97437
4174	44626	7109061	10358908	118869204	72315	31118	10605693	428126	28794	57166	1309967	360249	137464	133372	129727	214125	0	0	51315	0	1325503	0	2004998	444084	0	0	0	0	45357	0	32157	0	0	0	0	455787	0	1461305	1068693	0	103328511	67347673	36346	8860430	60282	0	0	0	5885.1	0	0	229888	98902	4993525	1005960	98753	0	51838	3905963	0	2662344	17742736	1340804	1294114	0	0	1455387	15068	0	213493	7907.7	180826	4691150	0	0	0	289947	36052	0	6241017	0	0	609758	710690	241955	0	717915	5889968	0	5230463	687539	70068	1937035	0	0	22758	0	25956	0	1074439	2600913	84778	2414284	0	0	14323
4188	35065	3096696	431380	12260987	0	0	4123833	772165	23153	12715	794886	0	343737	61123	0	0	0	0	63378	72618	708342	0	13517558	303906	0	0	0	0	778889.5	25088596	0	0	0	20940	0	248664	0	422254	552650	0	72958544	32507373	0	3652489	0	25442	0	0	0	0	0	0	0	0	206309	0	0	0	0	0	2585154	0	973285	0	0	0	100343	28269	0	116683	10711	0	0	0	0	0	422661	0	0	44781054	0	0	0	0	128940	0	0	1255976	0	562289	426625	38182	1654930	0	0	0	0	0	0	190696	0	0	0	0	0	45187
4190	10155	11077728	8287968	0	0	0	39743846	169479	128045	37964	628070	648924	84534	201588	0	0	0	0	71432	0	537596	0	14156748	217833	0	0	0	0	316169	8652234	0	0	0	0	0	55038	3827.5	0	937734	0	346304	100851	0	0	0	0	0	11021	0	3387.5	41668	0	35375	12833602	6332280	516547	65450	112739	1326982	0	10990751	76671343	15010374	2880972	334183	6924791	1800797	16690	183193	84798	0	139827	0	0	0	10945	86599	0	6426.6	33014880	0	0	1295518	1641579	1314119	77746	0	0	0	0	205023	78677	0	0	2706.7	0	268429	442590	176379	261327	1961147	10952	0	0	0	34275
4229	16673	24326752	43639043	6538.5	0	191126	73001412	361104	185964	11450	413881	2660417	234335	322399	187851	86468	0	0	0	0	343561	0	7445319	202174	318664	0	0	0	1004341	26478417	0	0	30254	24340	0	194264	134787	0	1156166	0	577696	86927	0	0	0	0	26505	0	0	0	0	211334	72804	324663	2705978	64134	45816	205235	2955079	0	5574977	4726111	9578442	913479	0	11782228	908154	21642	135094	23303	0	22164	0	0	0	0	118969	0	0	16467739	12390	0	0	0	1172717	0	403669	0	0	0	209883	46976.5	982270	0	0	31435	0	0	0	93210	0	30466	311687	0	0	62096
4234	26042	14317121	5502177	1826534	0	33388	27577499	509892	56718	25900	542650	823142	108943	419234	0	81514	0	18533	0	0	543185	0	4190997	264858	0	0	0	0	81240	2724006	0	0	0	0	0	298872	6334.3	0	1820705	0	3273921	441251	0	29909	48410	0	0	0	0	0	0	0	0	289773	1574156	0	11806	21764	161406	0	9270790	14853881	3888093	752873	233046	3652384	533197	18163	0	52264	0	62340	0	0	0	0	111256	0	11761	7948217	0	0	414811	181335	282356	0	0	0	0	0	103616	51433	832354	0	0	0	108163	0	27057	708632	0	0	0	0	0	48865
4242	24551	31247349	14387739	0	31042	89976	88442055	453938	191810	29271	704631	1747389	130184	0	0	0	0	139851	0	0	825002	0	32323490	415102	0	0	0	0	399532.5	8242344	0	0	0	0	97231	517300	0	0	8929452	0	114329	15224	0	0	0	0	6791.6	0	0	0	0	43273	0	0	336528	0	0	0	0	0	174848	0	207717	0	0	0	58215	16434	0	48282	2798.4	493296	0	0	35734	0	219550	0	0	69662148	34114	0	0	0	0	0	0	0	0	0	182278	34805	509824	0	2560.3	0	0	0	0	0	0	0	0	0	0	52073
4252	18168	4887748	634854	53892051	0	2702.4	3963063	191740	50570	14412	379978	0	174515	0	0	0	0	74992	0	0	409209	0	6800050	206820	0	0	0	0	859241.5	29067992	27213	279264	41083	0	3889.1	335229	0	460162	8360201	0	90938594	88075662	0	9854074	0	0	0	0	0	0	0	0	0	46165	664802	0	0	0	0	0	6149376	3284480	1344901	0	17130	0	402193	0	0	13749	6927.4	0	0	0	0	0	162172	19228	0	12409259	0	0	423269	0	431938	0	0	2842982	0	5789754	441493	42196	0	0	0	0	0	0	0	3492836	0	96842	379784	0	0	199260
4255	25870	4220799	1347306	17779434	96307	0	12797939	316314	91173	8969.5	269183	263037	201195	69967	0	10126	0	0	0	0	299985	0	8487183	162481	0	0	0	0	505593	15938620	23595	0	0	0	0	275851	0	215969	0	0	64228134	50977160	0	5195410	0	17127	3354.4	14793	0	0	0	0	0	0	317242	0	0	0	0	0	878546	0	1207492	63732	0	0	37539	18582	0	25762	0	0	0	0	0	0	211618	0	0	4390980	0	0	0	0	53630	0	0	1690195	0	89492	396416	55835	585179	0	0	0	0	0	0	149891	0	0	0	0	0	40201
4263	26025	6574401	679124	13997926	0	37290	12634471	221303	0	9622.4	339707	283220	141323	0	0	115080	0	0	0	0	460748	0	3797857	207177	0	0	63286	0	474674	12810832	0	0	0	5589.4	0	188446	0	977127	112493	0	115192018	73146387	28223	9308833	37635	0	0	0	0	0	0	0	0	310213	446452	0	0	0	0	0	4012505	22630006	4687908	1229650	0	0	144701	19031	0	12671	0	43847	2058563	0	0	7387.5	201227	36712	0	6691486	0	0	0	386329	272325	25739	141307	1529867	0	1790480	304808	72869	670612	0	0	0	0	0	0	789338	0	49115	607297	0	0	87340
4272	24322	11427728	1370599	199964	0	0	16986256	159665	0	11439	285625	649795	64703	154763	0	23652	0	0	0	0	297991	0	760877	151973	0	0	0	0	65659	2145746	0	0	0	0	0	149317	24736	0	197866	0	1494344	321776	0	13642	29227	0	0	0	0	0	0	0	0	0	62155	0	0	0	0	0	2434920	1079231	1191809	3033658	47261	700330	22260	24357	101271	17489	0	0	0	0	0	0	0	27983	0	2363879	0	0	105496	0	101869	0	0	0	0	0	153300	50988	362247	0	0	0	0	0	0	192325	0	0	0	0	0	122491
4280	19371	9546087	1868892	4310760	0	0	11248227	156815	14259	24596	531740	118388	111639	35031	106188	0	957279	403463	0	0	552928	0	30207599	337582	0	0	0	0	65458.85	0	0	0	0	0	62857	824671	0	0	39010358	0	32025951	2725205	471099	293976	35232	0	0	0	0	0	0	0	0	7651085	213734	802855	0	0	0	105341	111054	38310734	0	891821	0	0	34383	28621	0	89660	322828	5113773	0	0	0	0	438222	0	0	72210522	27411	0	181314	1156671	358208	25345	0	567512	0	0	285966	31706	1216376	0	0	0	0	609022	0	52098	2506850.5	0	0	0	0	46762
4311	30069	6037700	1092464.5	0	12665	0	7318472	87643	0	23430	465206	345450	145293	167435	0	1131	0	0	0	0	570186	0	26256998	274871	0	0	0	0	488882.5	0	0	0	0	0	0	273265	35387	0	1182529	0	285207	154918	0	0	53233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294314	182383	221186	0	0	173016	0	15582	0	0	0	0	0	21028	0	0	127219	22868	0	20029550	0	0	0	0	0	0	0	0	29329	0	142305	42609	889887	0	0	0	0	0	0	0	0	0	0	0	0	145698
5024	27389	8381450	526732	2720701	0	0	6932575	259847	0	0	228353	86626	39867	0	0	203853	4216381	0	0	0	210076	0	29470	161072	0	0	0	0	0	0	0	0	0	0	67454	480879	0	0	443147	0	59905515	10379882	254168	721281	28499	0	0	0	0	0	0	0	0	11975434	52774	343782	0	0	0	1441694	375348	87851699	0	2103257	0	0	24824	20855	0	0	8576.2	7511427	0	0	0	0	227076	0	0	2477018	0	0	207907	2589169	14368	0	0	0	0	805854	264323	47308	404784	98307	0	0	0	2556971	0	0	3854172	0	0	0	0	15631
5029	14430	3619752	3762152	63274755	0	0	4880850	126875	0	0	188898	221964	86143	0	0	181072	0	0	0	0	172988	0	6097876	81507	0	0	0	0	521519.5	16144599	0	0	0	0	0	212990	0	1048012	458788	0	63323318	28211556	0	6228983	37092	0	0	0	0	0	0	0	0	0	765933	0	0	0	0	0	469733	181245	208847	0	0	0	239299	9751.6	0	0	0	0	0	0	0	0	122031	19938	0	12146676	0	0	0	0	159712	0	0	2262105	0	1003140	193716	51571	561271	0	0	0	0	0	0	283905	0	0	0	0	0	209781
5031	20722	10486794	17704345	1264559	0	93684	26208286	457983	171068	0	325312	467192	77091	0	49893	67673	0	0	0	60899	365675	0	7229118	204983	0	0	0	0	392859	0	0	0	0	4216.1	0	307634	0	0	293835	0	1431803	272697	0	0	30852	0	0	0	0	0	0	0	0	0	389969	0	0	29707	0	0	1522310	385608	1124860	0	0	1309298	211472	0	0	0	0	0	0	0	0	0	211070	9198.3	0	7915422.5	0	0	0	0	214888	0	0	0	0	0	78745	45670	554233	0	0	0	0	0	0	5222.5	0	0	0	0	0	243735
5074	21938	16253492	2000323	0	0	0	18601933	377888	0	10315	186926	602684	30747	118045	29205	8961.6	0	0	0	0	168611	0	3323205	69020	0	0	0	0	70888	2929602	0	0	0	0	0	186466	0	0	694136	0	973974	113206	0	0	0	0	0	17641	0	0	0	0	0	162140	425094	0	0	0	77466	0	3398758	5460835	1508135	257721	65694	1934009	324822	25166	0	27633	0	0	0	0	0	0	91163	13134	0	6004407	0	0	361286	0	195203	0	0	0	0	0	113225	39822	636178	0	2122.4	0	114644	0	43907	153127	0	0	0	0	0	147183
5117	42749	28968661	14617736	46209	141715	14771	28196818	395005	29928	0	340032	1137547	150438	157216	415481	26076	5413004	0	0	35358	223532	0	11336868	123299	0	0	0	0	531281	19791111	0	0	0	0	0	177531	0	0	533834	0	599388	102590	0	0	0	0	0	0	10989	0	0	0	0	223656	833960	0	0	0	0	0	252750	1812189	292923	0	0	0	99729	14324	0	164912	0	18214671	892193	0	0	0	243009	0	0	10173308	0	0	0	0	95887	0	0	0	0	0	330130	43199	781411	0	0	26812	0	0	0	0	0	0	0	0	0	0
5120	24729	7373010	4517810	0	6670.4	0	13259700	330475	14870	22584	874736	626599	408275	0	0	97171	0	64116	0	0	783569	0	21569037	302010	0	0	0	5844.3	1157131	37462098	0	0	0	0	22507	338465	24155	0	4589914	0	1253172	165683	0	0	0	0	0	23252	0	0	0	84365	0	2954145	531465	985777	0	69768	330043	0	9379705	97930309	5622254	25629724	311145	5147230	401284	20789	0	136213	11191	122612	0	0	0	0	143103	0	0	31687804	19375	0	0	1017031	330933	737469	0	0	0	26019	236260	10017	518582	0	5254.2	0	0	160201	0	367075	0	0	0	0	0	0
5124	21619	3581409	517105	21343463	0	0	4471917	614146	18149	0	174459	215957	241914	0	0	46061	0	11666	0	0	153282	24106	8182929	57047	0	0	0	3151.8	958460	31445255	19270	391485	33267	24857	0	176992	0	809289	2173149	0	112639165	31510995	94922	8747912	0	0	11947	33958	0	0	0	0	0	0	194966	0	0	0	0	0	1020783	473407	251475	562719	0	0	76594	27448	0	58339	0	0	0	0	0	0	243752	0	0	10142204.5	0	0	0	0	60452	0	0	1774329	0	1721784	313238	0	954565	0	0	0	0	0	0	433168	0	0	0	0	4899.1	31931
5136	14229	9831443	14342941	607719	0	34280	18229013	489032	31642	0	266646	804487	159353	0	141911	63793	0	0	0	0	161216	0	17350964	87986	0	0	0	0	524400.5	15773248	0	0	0	0	0	138657	0	0	479004	0	792657	135594	0	0	0	0	0	23333	0	0	0	106018	42044	0	1293769	0	18300	0	0	0	1647572	0	95598	0	0	0	715643	16162	0	92232	1643.3	0	0	0	0	0	235249	0	0	10229856	0	0	0	0	173807	0	0	57799	0	295726	158311	0	681602	0	5420.2	0	0	0	0	242505	0	0	0	0	0	0
5150	14877	1824318	1908437	0	0	0	3156954	465295	0	0	63230	122086	113278	0	0	5417.7	0	0	0	136797	62891	0	10130819	36943	169358	0	0	0	558600.5	17751635	0	0	0	0	0	95951	0	0	171159	0	95406	44973	0	0	37856	0	0	0	0	144138	0	0	0	0	640534	90473	0	0	114007	0	1720199	855739	1659467	1188118	42986	1607972	143992	0	0	0	0	0	0	0	0	0	270014	0	0	8878928	0	20738	0	0	135026	72967	0	0	20988	0	76818	0	514876	0	0	0	0	0	0	34781	0	0	123024	0	0	161608
5246	39535	5462802	1471895	269921	0	62787	22823427	488957	69844	25514	635807	590154	241469	869795	0	22242	0	0	0	0	946771	0	8018296	424202	149004	0	0	0	498906.5	15746420	0	0	0	0	0	286973	16659	0	60001	0	1141995	401597	0	0	0	23107	0	0	0	0	0	0	0	24134	662169	60391	0	0	0	0	4231092	1816797	9984758	3279506	258324	966419	159423	29565	0	8644.2	0	0	0	189152	0	0	149557	0	0	7145130	0	0	0	0	676303	119788	0	0	0	0	142411	0	0	0	0	0	140216	0	130529	238833	0	0	0	0	0	125870
5254	13123	1811574	4325279	46477848	0	0	2891425	120979	0	0	222505	135045	222541	0	0	67169	0	0	0	0	294676	0	11679225	91755	642389	0	0	0	825077	25283537	0	0	30295	17814	0	201820	3530.8	889262	1258782	0	26612106	12838553	0	2536364	0	11968	0	28443	0	0	0	0	141756	0	6295206	0	128236	0	0	0	582550	0	350119	0	0	0	1255157	11815	0	0	0	0	0	0	0	0	25893	8497.5	0	5728403	0	0	0	0	122690	0	0	1355868	0	1059587	92701	0	628322	0	4332.2	0	48966	0	55085	702817	0	22755	142282	0	0	152099
5290	43941	2220186	462146	14999079	0	0	3236262	231246	0	0	297642	79319	330404	61112	0	35757	0	0	0	0	386833	0	13537572	179216	0	0	0	0	640051	20929181	0	0	0	0	0	276872	0	449763	406267	0	62508257	14733647	0	4015442	0	0	0	0	0	0	0	0	0	0	333869	0	0	0	0	0	2547741	1631540	1302307	384533	20359	0	112313	14087	0	0	0	0	0	25258	0	0	307493	0	0	14047946	0	0	0	0	93231	0	0	1534390	0	800059	340037	0	736686	0	0	0	0	0	0	235706	0	0	0	0	0	100102
5296	51474	19024133	2202695	0	0	59374	37369311	173620	160976	65314	1010235	399564	290379	0	0	34236	0	42556	0	0	1187537	0	29046828	505157	852235	23444	0	0	291865.5	6247687	0	0	0	0	24888	583427	0	0	6759192	0	1619143	431808	0	0	56803	0	0	26257	0	0	0	0	0	146370	466393	0	0	19619	0	0	19382455	22273368	10605461	3537698	198812	4595375	217678	0	90999	0	0	10476	0	0	0	0	201206	0	0	31985198	0	0	1457600	409083	1140551	110944	0	0	0	0	179134	0	0	0	0	0	0	0	0	282153	0	0	0	0	0	80312
5306	48616	16146635	43204243	2285461	0	0	12418106	232600	0	0	54437	1049657	120726	0	404145	0	0	0	12838	20226	44546	0	3003654	30378	0	0	32377	0	301203	8975075	0	0	0	0	0	159114	152970	0	27101	0	3782490	39730	0	0	41755	0	15894	0	12723	0	258978	267307	0	0	117117	0	0	0	0	0	2629.5	0	0	0	0	0	19223	0	0	11940	0	8990.7	0	0	0	0	145238	16542	0	9434225	0	0	0	0	0	0	0	0	0	122314	114530	56702	247736	0	9453.6	30807	0	0	0	0	0	0	0	0	14749	0
6027	13929	3761068	4949545	74444371	0	0	10798265	219254	10589	19869	477143	244240	184010	27670	74841	44470	0	0	0	0	469510	0	12663848	214524	0	0	0	5703.4	602655.5	17647531	34218	0	14081	0	0	171632	0	171417	1423045	0	66123887	56448405	0	6652222	0	0	0	0	0	0	32156	7513	106111	106329	4904600	54325	0	33495	1388431	0	2601554	1855935	2436125	768323	0	0	788721	10594	68990	0	244269	0	0	0	0	0	139710	0	0	6459780	0	0	0	0	201600	0	86215	2150859	0	2214581	152611	25216	893299	0	0	0	0	0	0	859611	0	70692	386847	0	0	148921
6055	38653	5557672	4039824	27280524	0	0	8950004	231511	73666	86088	1457968	151920	124048	100857	428297	7392.7	762062	0	0	41429	1481528	0	6704949	640144	0	0	0	0	92930.5	3405908	0	0	0	0	22864	535911	0	0	1931347	0	40032746	6136915	544734	778119	61458	0	0	0	0	0	0	7163.4	0	12182357	225242	203956	0	0	633805	226027	52372	29221042	0	0	0	0	103718	0	0	0	195004	5692264	69012425	0	0	0	293518	0	0	15176366	0	0	50277	1022741	7722.6	0	0	0	0	7584553	122071	0	1652632	0	0	78899	0	207650	0	10408	3802467	0	0	0	0	94340
6088	12430	3279577	1221719	6757274	0	0	5116592	239966	0	18038	328217	133652	86236	20747	0	0	0	0	0	0	311275	0	30994124	86310	0	0	0	0	131841.5	1499364	0	0	0	0	0	78145	0	141662	0	0	18863960	12024142	0	1208263	0	0	0	0	0	0	0	0	0	0	349675	0	0	0	0	0	833726	0	264408	0	0	0	90677	0	0	0	0	0	0	0	18802	0	131154	0	0	16481666	0	0	0	0	0	0	0	277912	0	108487	138949	15909	819106	0	0	0	0	0	0	87212	0	0	0	0	0	106454
6135	15091	4014639	7416143	4808215	0	72510	11623589	261090	105622	19296	180980	366127	145000	214488	0	0	0	40360	0	0	142129	0	19992679	59692	0	0	0	0	71174	0	0	0	0	0	89816	250973	0	0	5099798	0	5494923	452351	0	102628	38092	12628	0	20762	0	0	75129	0	82816	24570	13042259	0	139306	80153	0	0	2949238	765590	1980538	0	65205	0	856898	7449.3	0	0	18761	0	0	0	0	0	35282	0	0	3883126	0	0	67777	0	72140	0	0	107513	0	29764	134086	22548	770254	0	0	0	0	0	263316	446442	0	69688	0	0	0	0
6151	51184	2129140	1585321	28482590	0	0	6075118	508804	0	23039	809413	124382	292119	68493	0	28466	0	0	0	48564	763356	0	3091881	397278	0	0	0	0	205187.5	6431586	18189	0	0	0	0	390436	0	37337	418482	0	39220580	17314640	0	2525854	44014	0	0	0	0	0	0	0	0	0	1098237	0	0	0	0	0	865030	488624	752983	0	0	0	163636	0	0	0	0	0	0	0	0	0	223398	0	0	2572136	0	0	0	0	153516	0	0	1005641	0	764832	120315	38130	1376489	0	0	0	0	0	0	357676	0	0	49970	0	0	123318
6156	10082	3753928	2711186	47351999	0	0	6891040	1059767	23112	8785.2	175243	119121	269592	0	0	100183	0	65476	0	33447	137747	0	10106332	59169	19698	0	0	0	1114507	37290144	0	0	51546	28780	0	146692	0	0	7329910	0	54990350	14521890	0	2357861	0	0	0	54823	11695	0	0	0	0	0	1067692	0	0	2989.9	0	0	3104669	0	0	30522	0	0	596115	17650	0	102016	0	0	0	0	0	0	212540	0	0	9282929	0	0	0	0	259548	0	0	3839417	0	2176353	189616	15444	983486	0	9648	0	277730	0	37380	2381049	0	0	276955	0	0	0
6158	28005	7148961	5170990	184341	0	0	12478351	380729	0	0	136243	482938	163042	0	0	108725	0	59603	0	0	99207	0	6430675	21074	0	0	0	0	540751	18100346	0	0	0	0	15020	170291	22172	0	5737752	0	1053017	645495	0	0	0	0	51482	0	0	0	0	0	0	157756	185158	0	0	0	0	0	521355	3646121	218206	0	0	331132	116587	31466	0	178580	0	150337	0	0	0	0	197523	0	0	8052296	0	0	85434	0	198942	0	0	0	0	24483	237976	0	935899	0	0	0	0	0	0	45495	0	0	0	0	0	0
6173	25137	2898569	2241728	544968	0	0	6159902	133539	0	0	177346	240618	306687	0	0	49721	0	69806	0	0	148607	0	27304519	35002	0	0	0	0	408712.5	11701813	0	0	0	0	0	151405	0	0	6075574	0	2835693	145671	0	0	0	25991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218191	290075	56278	0	0	0	12456	22610	0	131668	7474.7	24392	393612	0	0	0	118500	0	0	15090383	0	0	0	0	96369	0	0	110230	0	128110	245530	26187	746345	0	0	0	0	0	0	0	0	0	0	0	0	0
6188	11385	3220149	1180402	26021337	0	0	5311023	318104	0	0	288588	137590	340076	24893	0	94584	0	0	0	0	259402	106705	21343396	81042	0	15953	0	8380.3	983151.5	27735777	42847	0	35779	0	0	142064	0	1446783	288479	0	76687508	40657977	0	5050001	0	0	8149.3	0	0	0	0	0	0	0	393214	0	0	0	0	0	720444	0	218548	0	0	0	160472	25902	0	35576	2084.1	0	0	0	0	0	246972	11171	0	6447222	0	0	0	0	13130	0	0	1862086	0	1054523	266337	28774	1113108	0	6191.5	0	0	0	0	576152	0	0	0	0	0	0
